date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:25:39	11269/11269	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/favicon/apple-touch-icon-152x152.png	D:/books/Materialize/materializecss.com/images/favicon/apple-touch-icon-152x152.png	(from http://materializecss.com/)
07:25:40	11821/11821	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/favicon/mstile-144x144.png	D:/books/Materialize/materializecss.com/images/favicon/mstile-144x144.png	(from http://materializecss.com/)
07:25:41	2054/2054	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/favicon/favicon-32x32.png	D:/books/Materialize/materializecss.com/images/favicon/favicon-32x32.png	(from http://materializecss.com/)
07:25:42	2231/2231	---MCZ	200	added ('OK')	text/css	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/css/prism.css	D:/books/Materialize/materializecss.com/css/prism.css	(from http://materializecss.com/)
07:25:43	126336/126336	---MCZ	200	added ('OK')	text/css	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/css/ghpages-materialize.css	D:/books/Materialize/materializecss.com/css/ghpages-materialize.css	(from http://materializecss.com/)
07:25:45	7453/7453	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/res/materialize.svg	D:/books/Materialize/materializecss.com/res/materialize.svg	(from http://materializecss.com/)
07:25:45	104736/104736	---M-Z	200	added ('OK')	text/javascript	etag:%22c20175174e964a584919a6769c5605aa%22	http://cdn.transifex.com/live.js	D:/books/Materialize/cdn.transifex.com/live.js	(from http://materializecss.com/)
07:25:46	7294/7294	---MCZ	200	added ('OK')	application/javascript	etag:W/%221c7e-537afe794d1af%22	http://cdn.carbonads.com/carbon.js?zoneid=1673&serve=C6AILKT&placement=materializecss	D:/books/Materialize/cdn.carbonads.com/carbon2f75.js	(from http://materializecss.com/)
07:25:47	9621/9621	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/responsive.png	D:/books/Materialize/materializecss.com/images/responsive.png	(from http://materializecss.com/)
07:25:50	84345/84345	---M-Z	200	added ('OK')	application/javascript	etag:%22553fb284-14979%22	https://code.jquery.com/jquery-2.1.4.min.js	D:/books/Materialize/code.jquery.com/jquery-2.1.4.min.js	(from http://materializecss.com/)
07:25:51	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22569c9f45-247c%22	http://materializecss.com/bin/jquery-2.1.1.min.js	D:/books/Materialize/materializecss.com/bin/jquery-2.1.1.min.30.delayed	(from http://materializecss.com/)
07:25:53	3292/3292	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/js/jquery.timeago.min.js	D:/books/Materialize/materializecss.com/js/jquery.timeago.min.js	(from http://materializecss.com/)
07:25:54	9279/9279	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/js/prism.js	D:/books/Materialize/materializecss.com/js/prism.js	(from http://materializecss.com/)
07:25:54	15005/15005	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/jade/lunr.min.js	D:/books/Materialize/materializecss.com/jade/lunr.min.js	(from http://materializecss.com/)
07:25:55	13265/13265	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/jade/search.js	D:/books/Materialize/materializecss.com/jade/search.js	(from http://materializecss.com/)
07:25:58	5508/5508	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/js/init.js	D:/books/Materialize/materializecss.com/js/init.js	(from http://materializecss.com/)
07:25:58	138237/138237	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/bin/materialize.js	D:/books/Materialize/materializecss.com/bin/materialize.js	(from http://materializecss.com/)
07:26:02	27580/27580	---MC-	200	added ('OK')	text/javascript	date:Wed,%2001%20Jun%202016%2014:34:39%20GMT	http://www.google-analytics.com/analytics.js	D:/books/Materialize/www.google-analytics.com/analytics.js	(from http://materializecss.com/)
07:26:04	4971/4971	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/templates/starter-template/preview.html	D:/books/Materialize/materializecss.com/templates/starter-template/preview.html	(from http://materializecss.com/getting-started.html)
07:26:04	39682/39682	---MC-	200	added ('OK')	application/javascript	date:Sat,%2013%20Aug%202016%2023:23:14%20GMT	https://apis.google.com/js/platform.js	D:/books/Materialize/apis.google.com/js/platform.js	(from http://materializecss.com/)
07:26:10	31637/31637	---M--	200	added ('OK')	image/gif	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/starter-template.gif	D:/books/Materialize/materializecss.com/images/starter-template.gif	(from http://materializecss.com/getting-started.html)
07:26:11	6849/6849	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/templates/parallax-template/preview.html	D:/books/Materialize/materializecss.com/templates/parallax-template/preview.html	(from http://materializecss.com/getting-started.html)
07:26:26	86574/86574	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/parallax-template.jpg	D:/books/Materialize/materializecss.com/images/parallax-template.jpg	(from http://materializecss.com/getting-started.html)
07:29:05	1159402/1159402	---M--	200	added ('OK')	application/zip	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/bin/materialize-v0.97.7.zip	D:/books/Materialize/materializecss.com/bin/materialize-v0.97.7.zip	(from http://materializecss.com/getting-started.html)
07:29:13	1160781/1160781	---M--	200	added ('OK')	application/zip	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/templates/starter-template.zip	D:/books/Materialize/materializecss.com/templates/starter-template.zip	(from http://materializecss.com/getting-started.html)
07:29:20	1242018/1242018	---M--	200	added ('OK')	application/zip	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/bin/materialize-src-v0.97.7.zip	D:/books/Materialize/materializecss.com/bin/materialize-src-v0.97.7.zip	(from http://materializecss.com/getting-started.html)
07:29:21	38739/38739	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/yuna.jpg	D:/books/Materialize/materializecss.com/images/yuna.jpg	(from http://materializecss.com/media-css.html)
07:29:35	179499/179499	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/sample-1.jpg	D:/books/Materialize/materializecss.com/images/sample-1.jpg	(from http://materializecss.com/helpers.html)
07:29:37	4928/4928	---MCZ	200	added ('OK')	text/css	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/extras/noUiSlider/nouislider.css	D:/books/Materialize/materializecss.com/extras/noUiSlider/nouislider.css	(from http://materializecss.com/forms.html)
07:29:42	45398/45398	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/extras/noUiSlider/nouislider.js	D:/books/Materialize/materializecss.com/extras/noUiSlider/nouislider.js	(from http://materializecss.com/forms.html)
07:29:42	131722/131722	---M--	200	added ('OK')	image/png	etag:%22761656454975d76ac64d2367793b3209%22	http://material-design.storage.googleapis.com/publish/v_2/material_ext_publish/0Bx4BSt6jniD7SW9CUzR4MnRpOTg/style_typography_roboto1.png	D:/books/Materialize/material-design.storage.googleapis.com/publish/v_2/material_ext_publish/0Bx4BSt6jniD7SW9CUzR4MnRpOTg/style_typography_roboto1.png	(from http://materializecss.com/typography.html)
07:29:45	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Aug%202016%2023:27:00%20GMT	http://th01.deviantart.net/fs70/PRE/i/2013/126/1/e/nature_portrait_by_pw_fotografie-d63tx0n.jpg	D:/books/Materialize/th01.deviantart.net/fs70/PRE/i/2013/126/1/e/nature_portrait_by_pw_fotografie-d63tx0n.jpg	(from http://materializecss.com/media.html)
07:29:46	159054/159054	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/office.jpg	D:/books/Materialize/materializecss.com/images/office.jpg	(from http://materializecss.com/cards.html)
07:29:47	4099/4099	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/fullscreen-slider-demo.html	D:/books/Materialize/materializecss.com/fullscreen-slider-demo.html	(from http://materializecss.com/media.html)
07:29:49	9723/9723	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/parallax-demo.html	D:/books/Materialize/materializecss.com/parallax-demo.html	(from http://materializecss.com/parallax.html)
07:30:20	173201/173201	---M--	200	added ('OK')	image/gif	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/menu.gif	D:/books/Materialize/materializecss.com/images/menu.gif	(from http://materializecss.com/mobile.html)
07:30:20	246145/246145	---M--	200	added ('OK')	image/jpeg	etag:%2290030b133d3ea9e16d5dd081b3d81a63%22	http://pre04.deviantart.net/7eb9/th/pre/i/2013/126/1/e/nature_portrait_by_pw_fotografie-d63tx0n.jpg	D:/books/Materialize/pre04.deviantart.net/7eb9/th/pre/i/2013/126/1/e/nature_portrait_by_pw_fotografie-d63tx0n.html	(from http://materializecss.com/media.html)
07:30:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Aug%202016%2023:27:38%20GMT	http://s27.postimg.org/cle8r44yb/100xp.jpg	D:/books/Materialize/s27.postimg.org/cle8r44yb/100xp.jpg	(from http://materializecss.com/showcase.html)
07:30:26	224525/224525	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Aug%202016%2019:44:08%20GMT	https://unsplash.imgix.net/reserve/nE6neNVdRPSIasnmePZe_IMG_1950.jpg?dpr=1.25&fit=crop&fm=jpg&h=700&q=75&w=1050	D:/books/Materialize/unsplash.imgix.net/reserve/nE6neNVdRPSIasnmePZe_IMG_1950b51f.jpg	(from http://materializecss.com/scrollfire.html)
07:30:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Aug%202016%2023:27:42%20GMT	http://s27.postimg.org/xtrx8jjf7/dlsuhackercup.jpg	D:/books/Materialize/s27.postimg.org/xtrx8jjf7/dlsuhackercup.4e.delayed	(from http://materializecss.com/showcase.html)
07:30:36	69653/69653	---M--	200	added ('OK')	image/jpeg	etag:%2256665c35-11015%22	https://s27.postimg.io/cle8r44yb/100xp.jpg	D:/books/Materialize/s27.postimg.io/cle8r44yb/100xp.html	(from http://materializecss.com/showcase.html)
07:30:37	1624430/1624430	---M--	200	added ('OK')	application/zip	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/templates/parallax-template.zip	D:/books/Materialize/materializecss.com/templates/parallax-template.zip	(from http://materializecss.com/getting-started.html)
07:30:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Aug%202016%2023:27:52%20GMT	http://s27.postimg.org/9328uq42b/gaggle.jpg	D:/books/Materialize/s27.postimg.org/9328uq42b/gaggle.4f.delayed	(from http://materializecss.com/showcase.html)
07:30:37	57649/57649	---M--	200	added ('OK')	image/jpeg	etag:%2256665c35-e131%22	https://s27.postimg.io/xtrx8jjf7/dlsuhackercup.jpg	D:/books/Materialize/s27.postimg.io/xtrx8jjf7/dlsuhackercup.html	(from http://materializecss.com/showcase.html)
07:30:48	70120/70120	---M--	200	added ('OK')	image/jpeg	etag:%2256665c35-111e8%22	https://s27.postimg.io/9328uq42b/gaggle.jpg	D:/books/Materialize/s27.postimg.io/9328uq42b/gaggle.html	(from http://materializecss.com/showcase.html)
07:31:10	204264/204264	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/fedora.png	D:/books/Materialize/materializecss.com/images/showcase/fedora.png	(from http://materializecss.com/showcase.html)
07:31:20	259878/259878	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/emerald.jpg	D:/books/Materialize/materializecss.com/images/showcase/emerald.jpg	(from http://materializecss.com/showcase.html)
07:31:32	473313/473313	---M--	200	added ('OK')	image/gif	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/toast.gif	D:/books/Materialize/materializecss.com/images/toast.gif	(from http://materializecss.com/mobile.html)
07:31:49	172232/172232	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/danielangel.png	D:/books/Materialize/materializecss.com/images/showcase/danielangel.png	(from http://materializecss.com/showcase.html)
07:31:52	109290/109290	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/stamplay.png	D:/books/Materialize/materializecss.com/images/showcase/stamplay.png	(from http://materializecss.com/showcase.html)
07:32:00	444797/444797	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/caliber.png	D:/books/Materialize/materializecss.com/images/showcase/caliber.png	(from http://materializecss.com/showcase.html)
07:32:26	221620/221620	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/absurdoburger.jpg	D:/books/Materialize/materializecss.com/images/showcase/absurdoburger.jpg	(from http://materializecss.com/showcase.html)
07:33:36	428652/428652	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/roboterwelt.png	D:/books/Materialize/materializecss.com/images/showcase/roboterwelt.png	(from http://materializecss.com/showcase.html)
07:33:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Aug%202016%2023:30:52%20GMT	http://s27.postimg.org/ndbt67ker/jumpr.jpg	D:/books/Materialize/s27.postimg.org/ndbt67ker/jumpr.5a.delayed	(from http://materializecss.com/showcase.html)
07:33:37	596148/596148	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/straphq.png	D:/books/Materialize/materializecss.com/images/showcase/straphq.png	(from http://materializecss.com/showcase.html)
07:33:39	5707/5707	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2013%20Aug%202016%2023:30:53%20GMT	http://puu.sh/i7MD1/5eb94d6470.png	D:/books/Materialize/puu.sh/i7MD1/5eb94d6470.png	(from http://materializecss.com/showcase.html)
07:33:39	930593/930593	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/closeheat.png	D:/books/Materialize/materializecss.com/images/showcase/closeheat.png	(from http://materializecss.com/showcase.html)
07:33:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Aug%202016%2023:30:55%20GMT	http://s27.postimg.org/4whefe4gj/phandroid.jpg	D:/books/Materialize/s27.postimg.org/4whefe4gj/phandroid.5c.delayed	(from http://materializecss.com/showcase.html)
07:33:44	719178/719178	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/rdxsports.png	D:/books/Materialize/materializecss.com/images/showcase/rdxsports.png	(from http://materializecss.com/showcase.html)
07:33:53	124755/124755	---M--	200	added ('OK')	image/jpeg	etag:%2256665c35-1e753%22	https://s27.postimg.io/ndbt67ker/jumpr.jpg	D:/books/Materialize/s27.postimg.io/ndbt67ker/jumpr.html	(from http://materializecss.com/showcase.html)
07:34:04	179248/179248	---M--	200	added ('OK')	image/jpeg	etag:%2256665c35-2bc30%22	https://s27.postimg.io/4whefe4gj/phandroid.jpg	D:/books/Materialize/s27.postimg.io/4whefe4gj/phandroid.html	(from http://materializecss.com/showcase.html)
07:34:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Aug%202016%2023:31:20%20GMT	http://s27.postimg.org/u18est3wz/artofwhere.jpg	D:/books/Materialize/s27.postimg.org/u18est3wz/artofwhere.60.delayed	(from http://materializecss.com/showcase.html)
07:34:06	87077/87077	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/kioskbrowser.png	D:/books/Materialize/materializecss.com/images/showcase/kioskbrowser.png	(from http://materializecss.com/showcase.html)
07:34:15	205796/205796	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/kenyaapps.jpg	D:/books/Materialize/materializecss.com/images/showcase/kenyaapps.jpg	(from http://materializecss.com/showcase.html)
07:34:25	140072/140072	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/webonise.png	D:/books/Materialize/materializecss.com/images/showcase/webonise.png	(from http://materializecss.com/showcase.html)
07:34:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Aug%202016%2023:31:41%20GMT	http://s27.postimg.org/f98af7ndf/simplebooklet.jpg	D:/books/Materialize/s27.postimg.org/f98af7ndf/simplebooklet.63.delayed	(from http://materializecss.com/showcase.html)
07:34:29	156668/156668	---M--	200	added ('OK')	image/jpeg	etag:%2256665c35-263fc%22	https://s27.postimg.io/u18est3wz/artofwhere.jpg	D:/books/Materialize/s27.postimg.io/u18est3wz/artofwhere.html	(from http://materializecss.com/showcase.html)
07:34:50	134857/134857	---M--	200	added ('OK')	image/jpeg	etag:%2256665c38-20ec9%22	https://s27.postimg.io/f98af7ndf/simplebooklet.jpg	D:/books/Materialize/s27.postimg.io/f98af7ndf/simplebooklet.html	(from http://materializecss.com/showcase.html)
07:34:51	240928/240928	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/visitsarasota.jpg	D:/books/Materialize/materializecss.com/images/showcase/visitsarasota.jpg	(from http://materializecss.com/showcase.html)
07:34:52	5100/5100	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/metaphor.png	D:/books/Materialize/materializecss.com/images/metaphor.png	(from http://materializecss.com/about.html)
07:34:58	23952/23952	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/bold.png	D:/books/Materialize/materializecss.com/images/bold.png	(from http://materializecss.com/about.html)
07:34:59	16991/16991	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/motion.png	D:/books/Materialize/materializecss.com/images/motion.png	(from http://materializecss.com/about.html)
07:35:13	67623/67623	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/alvin.png	D:/books/Materialize/materializecss.com/images/alvin.png	(from http://materializecss.com/about.html)
07:35:18	552864/552864	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/makoframework.png	D:/books/Materialize/materializecss.com/images/showcase/makoframework.png	(from http://materializecss.com/showcase.html)
07:35:20	103934/103934	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/materialize_team.jpeg	D:/books/Materialize/materializecss.com/images/materialize_team.jpg	(from http://materializecss.com/about.html)
07:35:47	167534/167534	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/kevin.png	D:/books/Materialize/materializecss.com/images/kevin.png	(from http://materializecss.com/about.html)
07:35:54	21659/21659	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/fonts/roboto/Roboto-Thin.eot	D:/books/Materialize/materializecss.com/fonts/roboto/Roboto-Thin.eot	(from http://materializecss.com/css/ghpages-materialize.css)
07:35:54	277810/277810	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/Alan.png	D:/books/Materialize/materializecss.com/images/Alan.png	(from http://materializecss.com/about.html)
07:35:57	208905/208905	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/alex.png	D:/books/Materialize/materializecss.com/images/alex.png	(from http://materializecss.com/about.html)
07:35:58	21659/21659	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/fonts/roboto/Roboto-Thin.eot?	D:/books/Materialize/materializecss.com/fonts/roboto/Roboto-Thind41d.eot	(from http://materializecss.com/css/ghpages-materialize.css)
07:36:03	48524/48524	---M--	200	added ('OK')	application/font-woff2	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/fonts/roboto/Roboto-Thin.woff2	D:/books/Materialize/materializecss.com/fonts/roboto/Roboto-Thin.woff2	(from http://materializecss.com/css/ghpages-materialize.css)
07:36:07	61628/61628	---M--	200	added ('OK')	application/font-woff	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/fonts/roboto/Roboto-Thin.woff	D:/books/Materialize/materializecss.com/fonts/roboto/Roboto-Thin.woff	(from http://materializecss.com/css/ghpages-materialize.css)
07:36:07	20940/20940	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/fonts/roboto/Roboto-Light.eot	D:/books/Materialize/materializecss.com/fonts/roboto/Roboto-Light.eot	(from http://materializecss.com/css/ghpages-materialize.css)
07:36:09	127584/127584	---MCZ	200	added ('OK')	application/x-font-ttf	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/fonts/roboto/Roboto-Thin.ttf	D:/books/Materialize/materializecss.com/fonts/roboto/Roboto-Thin.ttf	(from http://materializecss.com/css/ghpages-materialize.css)
07:36:15	766105/766105	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/images/showcase/adbeus.png	D:/books/Materialize/materializecss.com/images/showcase/adbeus.png	(from http://materializecss.com/showcase.html)
07:36:15	49380/49380	---M--	200	added ('OK')	application/font-woff2	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/fonts/roboto/Roboto-Light.woff2	D:/books/Materialize/materializecss.com/fonts/roboto/Roboto-Light.woff2	(from http://materializecss.com/css/ghpages-materialize.css)
07:36:15	20940/20940	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/fonts/roboto/Roboto-Light.eot?	D:/books/Materialize/materializecss.com/fonts/roboto/Roboto-Lightd41d.eot	(from http://materializecss.com/css/ghpages-materialize.css)
07:36:17	62316/62316	---M--	200	added ('OK')	application/font-woff	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/fonts/roboto/Roboto-Light.woff	D:/books/Materialize/materializecss.com/fonts/roboto/Roboto-Light.woff	(from http://materializecss.com/css/ghpages-materialize.css)
07:36:21	21320/21320	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/fonts/roboto/Roboto-Regular.eot	D:/books/Materialize/materializecss.com/fonts/roboto/Roboto-Regular.eot	(from http://materializecss.com/css/ghpages-materialize.css)
07:36:22	21320/21320	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2006%20Aug%202016%2020:17:21%20GMT	http://materializecss.com/fonts/roboto/Roboto-Regular.eot?	D:/books/Materialize/materializecss.com/fonts/roboto/Roboto-Regulard41d.eot	(from http://materializecss.com/css/ghpages-materialize.css)
